,Time,Open,High,Low,Close,Volume,Date
0,1483315200,269.8,276.9,267.0,273.8,2622173,2017-01-02
1,1483401600,275.2,277.7,272.05,273.95,2064823,2017-01-03
2,1483488000,275.15,276.9,272.2,274.9,2741205,2017-01-04
3,1483574400,276.3,288.9,275.5,287.5,5997054,2017-01-05
4,1483660800,288.8,291.8,285.0,286.05,5651466,2017-01-06
5,1483920000,286.35,289.0,282.6,284.7,2877279,2017-01-09
6,1484006400,285.1,294.7,285.0,293.9,5779720,2017-01-10
7,1484092800,295.9,299.75,294.5,295.65,3323800,2017-01-11
8,1484179200,297.0,298.85,289.55,292.75,3420733,2017-01-12
9,1484265600,294.5,295.15,290.55,294.05,1699998,2017-01-13
10,1484524800,294.7,302.95,292.4,300.65,3614730,2017-01-16
11,1484611200,302.45,302.45,292.6,294.85,2231245,2017-01-17
12,1484697600,296.75,300.55,290.05,291.9,2613239,2017-01-18
13,1484784000,292.1,297.5,292.0,295.35,2290542,2017-01-19
14,1484870400,295.0,296.35,283.4,284.15,3279639,2017-01-20
15,1485129600,285.15,289.35,284.15,286.25,2261781,2017-01-23
16,1485216000,287.0,294.95,286.0,293.15,1945278,2017-01-24
17,1485302400,295.25,306.1,294.45,304.65,4477090,2017-01-25
18,1485475200,305.0,308.95,302.1,303.95,3386640,2017-01-27
19,1485734400,303.75,305.85,301.35,302.6,2241418,2017-01-30
20,1485820800,303.5,305.95,292.5,293.35,3859712,2017-01-31
21,1485907200,295.55,306.0,293.65,304.6,3158512,2017-02-01
22,1485993600,305.45,308.6,301.2,304.15,3018242,2017-02-02
23,1486080000,304.55,311.25,301.7,303.55,3352462,2017-02-03
24,1486339200,305.85,311.0,302.6,309.2,2426463,2017-02-06
25,1486425600,309.3,310.4,301.25,303.65,1803476,2017-02-07
26,1486512000,306.05,306.9,299.0,305.55,1581009,2017-02-08
27,1486598400,306.5,308.1,300.85,304.8,2032244,2017-02-09
28,1486684800,305.6,313.7,305.1,311.25,5313049,2017-02-10
29,1486944000,313.2,314.8,304.6,309.55,2291161,2017-02-13
30,1487030400,310.0,315.9,305.25,307.0,6996004,2017-02-14
31,1487116800,308.1,313.5,297.0,299.95,4562477,2017-02-15
32,1487203200,300.0,303.0,294.0,298.6,2837571,2017-02-16
33,1487289600,300.1,302.5,295.8,297.25,2264046,2017-02-17
34,1487548800,298.2,302.9,296.1,300.3,1690844,2017-02-20
35,1487635200,300.5,305.4,298.3,304.15,2559043,2017-02-21
36,1487721600,305.0,306.5,297.45,300.3,3507421,2017-02-22
37,1487808000,300.35,303.4,295.8,297.25,6593433,2017-02-23
38,1488153600,297.0,300.7,295.0,296.65,2116155,2017-02-27
39,1488240000,297.65,303.35,296.8,301.75,2570349,2017-02-28
40,1488326400,302.95,305.0,301.15,302.5,1892520,2017-03-01
41,1488412800,303.75,305.7,292.0,293.85,2458242,2017-03-02
42,1488499200,293.0,297.4,291.0,296.35,2871834,2017-03-03
43,1488758400,297.85,304.9,296.45,303.15,1877927,2017-03-06
44,1488844800,303.0,309.4,301.95,308.25,4069985,2017-03-07
45,1488931200,308.25,309.0,300.85,306.5,2786117,2017-03-08
46,1489017600,306.5,306.5,299.7,300.9,2564963,2017-03-09
47,1489104000,302.45,306.0,297.05,298.8,2684711,2017-03-10
48,1489449600,305.65,311.2,304.1,309.25,5102357,2017-03-14
49,1489536000,308.0,313.8,308.0,310.3,4865596,2017-03-15
50,1489622400,312.0,327.35,311.5,325.7,7051972,2017-03-16
51,1489708800,326.8,328.9,321.3,325.4,6779619,2017-03-17
52,1489968000,327.05,329.8,324.7,325.45,4103266,2017-03-20
53,1490054400,325.0,327.3,320.05,325.75,2802311,2017-03-21
54,1490140800,321.9,324.8,319.35,323.65,2518171,2017-03-22
55,1490227200,324.0,327.0,322.1,325.6,3911142,2017-03-23
56,1490313600,327.2,327.8,321.7,323.25,4636734,2017-03-24
57,1490572800,322.6,324.0,317.65,319.3,2353739,2017-03-27
58,1490659200,321.05,323.0,319.5,320.85,1760774,2017-03-28
59,1490745600,321.15,322.0,316.8,321.0,4426029,2017-03-29
60,1490832000,321.9,341.9,320.55,339.3,9728166,2017-03-30
61,1490918400,342.0,342.7,336.0,339.6,3417463,2017-03-31
62,1491177600,340.6,343.9,338.75,342.1,2441776,2017-04-03
63,1491350400,343.85,359.25,343.05,358.15,5947873,2017-04-05
64,1491436800,355.75,358.6,351.1,356.65,3524928,2017-04-06
65,1491523200,352.25,353.35,345.55,347.15,4918075,2017-04-07
66,1491782400,348.05,353.85,346.05,352.15,2222773,2017-04-10
67,1491868800,352.45,355.85,330.55,333.8,9397306,2017-04-11
68,1491955200,333.8,336.6,323.65,327.6,8100661,2017-04-12
69,1492041600,325.6,325.6,318.3,320.45,5730306,2017-04-13
70,1492387200,320.65,327.2,317.6,320.0,4219235,2017-04-17
71,1492473600,321.65,335.25,318.15,319.35,9315409,2017-04-18
72,1492560000,322.0,327.65,319.25,325.8,4403069,2017-04-19
73,1492646400,327.45,333.2,324.0,332.4,4439900,2017-04-20
74,1492732800,335.0,335.0,324.15,326.0,2517582,2017-04-21
75,1492992000,328.15,334.2,327.25,331.0,5048373,2017-04-24
76,1493078400,332.5,333.1,326.5,331.35,4330049,2017-04-25
77,1493164800,332.45,333.9,318.0,323.5,4078479,2017-04-26
78,1493251200,325.15,328.9,321.15,322.5,2983463,2017-04-27
79,1493337600,324.8,328.45,321.6,327.7,1808460,2017-04-28
80,1493683200,328.75,332.9,326.65,330.6,4233839,2017-05-02
81,1493769600,330.6,332.3,323.9,327.45,3271643,2017-05-03
82,1493856000,328.8,340.4,328.7,339.45,6728527,2017-05-04
83,1493942400,339.4,346.45,336.15,344.95,8196507,2017-05-05
84,1494201600,343.5,346.7,338.0,340.5,2462230,2017-05-08
85,1494288000,339.9,349.4,335.8,347.5,3459067,2017-05-09
86,1494374400,346.1,353.0,346.1,351.9,3207734,2017-05-10
87,1494460800,352.0,362.55,350.5,360.05,4604066,2017-05-11
88,1494547200,360.4,360.4,353.4,357.95,2958586,2017-05-12
89,1494806400,359.0,359.75,350.85,356.2,1530781,2017-05-15
90,1494892800,354.2,358.15,351.15,354.5,1321254,2017-05-16
91,1494979200,354.5,354.8,347.55,348.55,1239867,2017-05-17
92,1495065600,344.3,359.55,342.2,347.9,3618961,2017-05-18
93,1495152000,349.05,352.5,345.3,349.45,1302961,2017-05-19
94,1495411200,352.4,357.4,350.45,354.45,2939697,2017-05-22
95,1495497600,354.8,355.6,328.5,331.65,6270500,2017-05-23
96,1495584000,333.4,342.95,328.1,339.65,8363216,2017-05-24
97,1495670400,344.9,346.25,331.3,340.75,5992900,2017-05-25
98,1495756800,342.4,351.0,339.0,348.0,2754435,2017-05-26
99,1496016000,347.8,348.35,325.1,327.8,3943111,2017-05-29
100,1496102400,328.4,342.9,327.45,340.35,3680879,2017-05-30
101,1496188800,341.5,345.75,336.55,339.0,12190256,2017-05-31
102,1496275200,337.6,351.95,337.6,349.2,3447544,2017-06-01
103,1496361600,352.0,359.4,350.5,357.9,3297747,2017-06-02
104,1496620800,359.95,364.5,355.2,361.05,2830068,2017-06-05
105,1496707200,362.95,368.75,357.05,361.45,5229905,2017-06-06
106,1496793600,363.6,363.95,357.3,359.1,5435369,2017-06-07
107,1496880000,359.25,361.85,350.5,359.15,4568139,2017-06-08
108,1496966400,360.0,360.6,350.25,359.85,7152603,2017-06-09
109,1497225600,359.7,359.7,353.55,356.85,4963488,2017-06-12
110,1497312000,359.0,363.15,355.4,359.4,5463098,2017-06-13
111,1497398400,360.5,360.9,356.1,359.5,6005138,2017-06-14
112,1497484800,359.45,366.4,357.75,360.0,3997432,2017-06-15
113,1497571200,361.5,365.1,356.25,363.15,5332597,2017-06-16
114,1497830400,365.0,375.6,365.0,373.8,7328947,2017-06-19
115,1497916800,375.6,377.7,370.1,375.65,4597214,2017-06-20
116,1498003200,374.75,377.2,367.2,369.95,2797034,2017-06-21
117,1498089600,370.0,373.8,367.5,369.45,1935079,2017-06-22
118,1498176000,369.45,370.5,361.65,365.45,3011500,2017-06-23
119,1498521600,367.9,372.8,365.45,367.7,2780694,2017-06-27
120,1498608000,368.4,369.65,363.05,364.5,2394375,2017-06-28
121,1498694400,366.95,368.7,362.35,364.5,3343365,2017-06-29
122,1498780800,364.0,365.8,360.55,363.05,1386974,2017-06-30
123,1499040000,364.9,370.6,359.5,368.0,2171316,2017-07-03
124,1499126400,368.5,375.7,368.0,371.7,4186188,2017-07-04
125,1499212800,374.5,374.5,371.85,372.9,1422559,2017-07-05
126,1499299200,373.9,375.65,371.5,373.05,2318749,2017-07-06
127,1499385600,372.1,374.95,370.0,371.6,3077926,2017-07-07
128,1499644800,382.7,382.7,371.9,374.95,860478,2017-07-10
129,1499731200,376.0,376.85,371.7,372.7,2646484,2017-07-11
130,1499817600,372.25,375.3,371.65,373.85,2035281,2017-07-12
131,1499904000,375.8,377.9,372.25,375.95,2956936,2017-07-13
132,1499990400,375.95,378.45,374.45,375.6,1737806,2017-07-14
133,1500249600,373.85,383.7,373.85,381.25,4784990,2017-07-17
134,1500336000,379.5,384.1,378.45,381.9,3927479,2017-07-18
135,1500422400,380.5,383.8,377.3,381.05,4847964,2017-07-19
136,1500508800,382.0,382.5,377.05,380.0,4490409,2017-07-20
137,1500595200,381.0,382.7,378.6,381.9,6613707,2017-07-21
138,1500854400,383.5,390.35,381.1,388.45,4777031,2017-07-24
139,1500940800,390.1,393.4,385.15,390.75,3297724,2017-07-25
140,1501027200,392.7,394.35,388.0,393.05,3243876,2017-07-26
141,1501113600,394.25,394.85,390.75,392.5,2847871,2017-07-27
142,1501200000,391.5,398.45,390.0,395.75,3203051,2017-07-28
143,1501459200,396.0,398.0,393.4,395.9,1581010,2017-07-31
144,1501545600,397.45,405.3,396.45,404.0,3391013,2017-08-01
145,1501632000,405.0,413.5,402.65,411.25,2997197,2017-08-02
146,1501718400,411.9,411.9,402.65,407.35,2541125,2017-08-03
147,1501804800,406.0,410.4,403.1,406.65,2770532,2017-08-04
148,1502064000,411.8,421.5,408.5,414.25,3863466,2017-08-07
149,1502150400,414.95,418.8,410.15,414.8,2154068,2017-08-08
150,1502236800,411.6,417.5,395.0,397.25,3603960,2017-08-09
151,1502323200,393.0,396.9,381.2,385.65,3177276,2017-08-10
152,1502409600,380.25,385.45,379.05,382.75,6480493,2017-08-11
153,1502668800,385.0,405.8,385.0,396.2,2746774,2017-08-14
154,1502841600,398.2,404.9,392.25,397.55,2644234,2017-08-16
155,1502928000,398.55,401.4,388.05,389.3,2502761,2017-08-17
156,1503014400,389.0,390.8,383.3,386.2,2554849,2017-08-18
157,1503273600,387.05,388.7,374.65,375.95,1999552,2017-08-21
158,1503360000,377.85,381.8,369.65,375.65,3245723,2017-08-22
159,1503446400,378.1,386.2,378.1,385.0,3003871,2017-08-23
160,1503532800,386.95,387.65,379.0,380.05,2507753,2017-08-24
161,1503878400,382.0,389.85,380.5,387.5,3245331,2017-08-28
162,1503964800,387.85,387.85,378.3,383.3,3419877,2017-08-29
163,1504051200,386.0,392.4,385.05,389.75,2979277,2017-08-30
164,1504137600,391.4,397.7,388.4,392.95,2775034,2017-08-31
165,1504224000,394.95,396.5,391.7,394.9,1511368,2017-09-01
166,1504483200,396.0,396.0,380.3,384.85,2425859,2017-09-04
167,1504569600,384.25,393.0,382.15,390.3,2363336,2017-09-05
168,1504656000,388.9,388.9,384.4,385.05,1825546,2017-09-06
169,1504742400,386.7,390.9,385.5,387.7,1832093,2017-09-07
170,1504828800,389.1,391.6,382.65,385.9,1858507,2017-09-08
171,1505088000,387.5,390.4,384.3,385.35,2402644,2017-09-11
172,1505174400,387.15,390.0,385.0,389.05,2576054,2017-09-12
173,1505260800,390.05,394.8,386.05,390.0,2116076,2017-09-13
174,1505347200,390.85,405.6,390.2,403.1,5052114,2017-09-14
175,1505433600,405.4,409.75,403.25,405.15,6452962,2017-09-15
176,1505692800,406.9,408.2,397.7,404.7,3698399,2017-09-18
177,1505779200,405.5,408.5,402.1,406.9,4105917,2017-09-19
178,1505865600,408.1,412.85,406.05,409.7,5238339,2017-09-20
179,1505952000,407.0,414.7,406.0,410.2,4319190,2017-09-21
180,1506038400,409.0,409.5,398.6,401.2,4371220,2017-09-22
181,1506297600,400.1,401.15,383.0,388.65,4413073,2017-09-25
182,1506384000,386.2,394.25,386.2,390.55,3115143,2017-09-26
183,1506470400,392.6,392.6,370.45,372.55,3009736,2017-09-27
184,1506556800,372.55,375.0,363.7,372.05,3785886,2017-09-28
185,1506643200,374.4,378.2,372.25,376.75,2109890,2017-09-29
186,1506988800,377.55,385.8,375.1,383.7,3673873,2017-10-03
187,1507075200,383.9,389.5,379.15,387.65,2084250,2017-10-04
188,1507161600,388.0,389.15,384.2,385.9,1853539,2017-10-05
189,1507248000,388.4,392.3,387.25,389.25,3006087,2017-10-06
190,1507507200,388.0,395.7,382.1,393.7,4359490,2017-10-09
191,1507593600,394.95,398.35,390.2,396.85,4067875,2017-10-10
192,1507680000,398.5,401.25,394.0,396.95,5121486,2017-10-11
193,1507766400,397.1,406.35,392.75,403.7,4202243,2017-10-12
194,1507852800,406.5,409.5,400.45,408.2,3245961,2017-10-13
195,1508112000,409.1,410.8,403.65,406.8,4209209,2017-10-16
196,1508198400,406.45,408.25,402.7,406.85,3291749,2017-10-17
197,1508284800,407.1,407.1,402.35,406.9,3641132,2017-10-18
198,1508371200,405.0,406.3,397.0,401.4,137226,2017-10-19
199,1508716800,403.2,412.95,400.05,407.05,4555429,2017-10-23
200,1508803200,407.05,408.75,402.6,406.2,3406694,2017-10-24
201,1508889600,408.8,417.65,405.2,415.45,2475241,2017-10-25
202,1508976000,416.0,419.35,409.55,414.3,1542452,2017-10-26
203,1509062400,416.5,439.0,414.4,432.05,5306544,2017-10-27
204,1509321600,436.5,436.5,427.8,429.8,1465328,2017-10-30
205,1509408000,430.25,432.95,425.6,430.35,3418248,2017-10-31
206,1509494400,432.0,437.45,429.35,433.1,3931939,2017-11-01
207,1509580800,433.0,439.8,428.3,437.25,3075833,2017-11-02
208,1509667200,438.65,440.8,432.75,434.85,3097775,2017-11-03
209,1509926400,434.0,443.3,430.65,437.55,4541407,2017-11-06
210,1510012800,437.5,439.75,428.3,431.55,3989010,2017-11-07
211,1510099200,433.0,436.7,427.15,429.7,2723792,2017-11-08
212,1510185600,430.6,437.25,428.25,433.4,3478532,2017-11-09
213,1510272000,435.45,435.45,426.1,432.05,1506241,2017-11-10
214,1510531200,433.0,433.55,411.4,413.35,4344820,2017-11-13
215,1510617600,413.35,417.85,406.7,410.75,2326922,2017-11-14
216,1510704000,410.0,414.25,403.65,407.1,1849192,2017-11-15
217,1510790400,408.0,410.6,395.0,397.2,5321941,2017-11-16
218,1510876800,401.0,405.0,396.0,400.95,6515843,2017-11-17
219,1511136000,400.95,405.9,397.1,398.6,4437937,2017-11-20
220,1511222400,399.3,405.85,399.3,400.8,5418727,2017-11-21
221,1511308800,402.5,416.65,401.65,414.5,5170814,2017-11-22
222,1511395200,415.3,415.3,402.55,407.1,3903036,2017-11-23
223,1511481600,411.0,411.0,401.85,404.6,1374660,2017-11-24
224,1511740800,404.5,404.5,398.0,399.5,2993007,2017-11-27
225,1511827200,399.6,403.65,395.2,396.95,6013556,2017-11-28
226,1511913600,397.6,405.6,395.05,403.45,5205458,2017-11-29
227,1512000000,401.35,401.35,396.0,398.0,5552149,2017-11-30
0,1512086400,400.9,404.8,382.05,386.75,1836997,2017-12-01
1,1512345600,386.75,389.2,377.35,388.15,3650818,2017-12-04
2,1512432000,388.15,389.25,379.05,388.85,5100915,2017-12-05
3,1512518400,386.4,388.9,382.6,385.75,4212760,2017-12-06
4,1512604800,387.05,391.0,384.3,389.7,6934180,2017-12-07
5,1512691200,391.5,396.9,391.2,393.4,3282945,2017-12-08
6,1512950400,396.0,396.0,384.5,391.75,3457130,2017-12-11
7,1513036800,391.5,405.6,389.5,402.5,6686699,2017-12-12
8,1513123200,401.8,402.25,391.9,394.0,5035855,2017-12-13
9,1513209600,397.55,398.9,386.2,395.1,3587939,2017-12-14
10,1513296000,405.7,408.0,400.1,401.35,4643671,2017-12-15
11,1513555200,395.8,414.5,374.05,404.6,9127457,2017-12-18
12,1513641600,405.0,409.35,400.95,405.8,2700184,2017-12-19
13,1513728000,404.0,408.15,400.55,404.4,4228842,2017-12-20
14,1513814400,405.0,408.35,401.0,402.3,3336146,2017-12-21
15,1513900800,403.0,409.45,399.2,402.15,2449944,2017-12-22
16,1514246400,403.75,405.85,400.2,404.55,3466595,2017-12-26
17,1514332800,405.95,407.0,400.7,404.2,4355090,2017-12-27
18,1514419200,404.2,404.9,397.55,398.7,4180605,2017-12-28
19,1514505600,401.15,407.15,399.3,405.65,3574054,2017-12-29
0,1514764800,406.7,407.7,398.05,399.65,2701537,2018-01-01
1,1514851200,403.45,403.45,395.0,397.4,1322980,2018-01-02
2,1514937600,398.1,410.9,397.45,407.65,4679468,2018-01-03
3,1515024000,408.7,410.7,406.05,409.85,1990506,2018-01-04
4,1515110400,411.9,426.95,410.2,423.8,5448214,2018-01-05
5,1515369600,424.0,427.5,421.1,422.9,3447843,2018-01-08
6,1515456000,422.9,425.55,419.2,421.1,2509904,2018-01-09
7,1515542400,422.0,427.9,418.75,423.45,4253925,2018-01-10
8,1515628800,423.0,430.65,421.0,425.5,4415343,2018-01-11
9,1515715200,425.85,428.35,411.55,423.3,2581486,2018-01-12
10,1515974400,425.55,427.9,419.5,420.6,1599208,2018-01-15
11,1516060800,421.5,428.25,418.45,423.55,2318100,2018-01-16
12,1516147200,424.25,436.0,422.75,433.4,6715953,2018-01-17
13,1516233600,437.95,438.15,409.35,416.25,8794103,2018-01-18
14,1516320000,418.8,435.45,418.8,433.45,7588904,2018-01-19
15,1516579200,434.0,443.35,432.55,438.05,7092514,2018-01-22
16,1516665600,438.05,442.0,433.0,438.4,4659591,2018-01-23
17,1516752000,437.0,452.35,429.1,448.75,5201505,2018-01-24
18,1516838400,450.0,450.0,434.8,436.5,6792843,2018-01-25
19,1517184000,436.5,442.35,432.0,436.65,2126497,2018-01-29
20,1517270400,435.0,436.15,426.8,428.25,2389618,2018-01-30
21,1517356800,428.0,435.5,424.5,428.85,2734628,2018-01-31
22,1517443200,431.0,433.0,414.45,428.75,1681704,2018-02-01
23,1517529600,424.5,426.2,412.0,417.95,4265914,2018-02-02
24,1517788800,408.0,413.0,406.3,408.2,2936554,2018-02-05
25,1517875200,395.0,410.35,387.0,404.8,2963450,2018-02-06
26,1517961600,414.4,414.4,404.15,407.0,2592845,2018-02-07
27,1518048000,408.25,416.15,401.1,405.1,2952821,2018-02-08
28,1518134400,400.0,401.6,394.0,399.0,2936187,2018-02-09
29,1518393600,403.75,406.15,400.0,403.35,1249277,2018-02-12
30,1518566400,405.0,416.8,405.0,413.0,3001847,2018-02-14
31,1518652800,421.5,424.0,409.55,411.7,3293138,2018-02-15
32,1518739200,414.0,415.6,402.35,405.45,1740283,2018-02-16
33,1518998400,407.5,407.5,388.65,393.85,2140756,2018-02-19
34,1519084800,394.0,398.0,387.2,394.9,2045167,2018-02-20
35,1519171200,396.5,398.75,389.75,395.6,1800533,2018-02-21
36,1519257600,395.0,406.2,392.75,404.0,4726021,2018-02-22
37,1519344000,405.1,409.25,402.0,406.5,1953157,2018-02-23
38,1519603200,407.5,417.0,407.5,415.05,2299169,2018-02-26
39,1519689600,417.0,417.0,409.65,410.45,1334518,2018-02-27
40,1519776000,410.0,412.35,403.1,408.35,2823115,2018-02-28
41,1519862400,408.35,413.75,405.0,406.1,1216685,2018-03-01
42,1520208000,404.95,411.45,400.1,403.95,3665892,2018-03-05
43,1520294400,406.7,413.75,395.15,405.25,3321338,2018-03-06
44,1520380800,398.95,398.95,372.25,376.95,6951930,2018-03-07
45,1520467200,379.0,393.0,369.7,387.95,11040375,2018-03-08
46,1520553600,392.0,393.65,373.8,377.9,5352078,2018-03-09
47,1520812800,382.0,389.2,377.0,386.6,3693431,2018-03-12
48,1520899200,387.0,391.4,381.15,385.2,2175696,2018-03-13
49,1520985600,383.1,384.75,376.85,382.1,3616289,2018-03-14
50,1521072000,383.6,386.4,380.3,382.15,1818766,2018-03-15
51,1521158400,377.9,382.25,367.45,370.5,4972566,2018-03-16
52,1521417600,370.0,371.5,355.25,364.3,5253759,2018-03-19
53,1521504000,364.3,371.8,360.15,370.0,1780257,2018-03-20
54,1521590400,372.9,373.75,362.3,363.7,2296120,2018-03-21
55,1521676800,365.0,365.0,354.1,358.25,3443184,2018-03-22
56,1521763200,355.0,367.0,350.45,362.4,4518979,2018-03-23
57,1522022400,364.4,368.7,351.5,365.15,3884338,2018-03-26
58,1522108800,368.15,369.4,361.9,365.5,2631162,2018-03-27
59,1522195200,364.5,364.5,351.05,354.1,4766456,2018-03-28
60,1522627200,356.0,371.9,356.0,369.7,2978988,2018-04-02
61,1522713600,368.5,371.0,362.7,366.4,2679172,2018-04-03
62,1522800000,368.0,373.7,363.75,367.8,5611445,2018-04-04
63,1522886400,372.0,379.8,371.5,375.95,3648555,2018-04-05
64,1522972800,378.45,383.6,374.65,379.3,2037081,2018-04-06
65,1523232000,380.65,382.8,376.35,377.35,1571745,2018-04-09
66,1523318400,379.0,390.5,378.6,387.25,3493681,2018-04-10
67,1523404800,388.0,388.15,375.5,377.9,2045552,2018-04-11
68,1523491200,378.0,378.75,369.25,372.35,3609657,2018-04-12
69,1523577600,375.8,386.9,372.35,383.1,6485732,2018-04-13
70,1523836800,381.75,389.0,379.25,387.5,2682231,2018-04-16
71,1523923200,391.5,393.95,382.0,383.4,3770554,2018-04-17
72,1524009600,385.25,387.7,380.2,384.95,2568988,2018-04-18
73,1524096000,387.3,390.7,383.45,386.55,2848405,2018-04-19
74,1524182400,386.0,387.25,378.95,381.15,2178241,2018-04-20
75,1524441600,381.45,389.55,375.55,386.35,3614484,2018-04-23
76,1524528000,387.25,394.5,387.1,392.25,3093161,2018-04-24
77,1524614400,394.0,397.45,390.2,391.9,3205946,2018-04-25
78,1524700800,388.65,398.5,388.1,397.1,3663748,2018-04-26
79,1524787200,398.3,405.9,398.3,402.45,8210865,2018-04-27
80,1525046400,405.8,411.3,402.4,407.3,2264144,2018-04-30
81,1525219200,408.0,411.2,397.3,401.1,3047308,2018-05-02
82,1525305600,399.7,406.3,393.55,397.0,3161687,2018-05-03
83,1525392000,401.95,409.6,391.3,408.25,4782981,2018-05-04
84,1525651200,410.0,414.3,405.95,412.4,2582072,2018-05-07
85,1525737600,413.1,415.65,410.1,412.8,1945992,2018-05-08
86,1525824000,412.1,415.3,409.6,413.35,1408466,2018-05-09
87,1525910400,413.85,414.4,409.1,410.8,1552936,2018-05-10
88,1525996800,412.35,414.5,410.85,412.7,1442596,2018-05-11
89,1526256000,413.95,414.0,407.4,409.95,5517825,2018-05-14
90,1526342400,399.0,412.0,397.4,409.15,3089340,2018-05-15
91,1526428800,407.75,409.75,400.25,403.1,1897907,2018-05-16
92,1526515200,404.0,405.5,395.6,397.9,1614257,2018-05-17
93,1526601600,396.15,397.1,384.05,389.5,3895361,2018-05-18
94,1526860800,389.35,392.55,381.5,383.7,1544488,2018-05-21
95,1526947200,382.7,389.05,377.75,379.75,1861819,2018-05-22
96,1527033600,379.8,383.1,373.5,374.25,1560605,2018-05-23
97,1527120000,374.95,378.6,364.7,371.25,3299522,2018-05-24
98,1527206400,371.5,382.0,366.5,379.9,2372618,2018-05-25
99,1527465600,382.5,383.45,376.2,378.9,1807896,2018-05-28
100,1527552000,379.8,383.85,373.2,377.85,3394813,2018-05-29
